Variant 7
b
x0 = 1.7, y0 = 0.5
Simple iteration method
Fi1(x,y)=-sin(x - 1) + 1.3
Fi2(x,y)=sin(y + 1) + 0.8

Jacobian:
-cos(x - 1)  0
0            cos(y + 1)

Values:
 -0.764842   0.000000 
  0.000000   0.070737 
                               Error
  Itr |    x     |     y     | Estimate     |      F1    |      F2    | Jacobian norm 
   1  | 1.797495 |  0.655782 | 7.139943e-02 |  7.139e-02 |  1.104e-03 | 0.698502
   2  | 1.796391 |  0.584391 | 3.600391e-03 | -7.717e-04 | -3.517e-03 | 0.699291
   3  | 1.799908 |  0.585163 | 2.454812e-03 |  2.455e-03 |  1.079e-05 | 0.696773
   4  | 1.799897 |  0.582708 | 3.311781e-05 | -7.517e-06 | -3.225e-05 | 0.696781
   5  | 1.799929 |  0.582716 | 2.247337e-05 |  2.247e-05 |  8.957e-08 | 0.696758

Newton method

Derivatives matrix:
-cos(x - 1)  1
1            cos(y + 1)
                               Error
  Itr |    x     |     y     | Estimate     |      F1    |      F2    
   1  | 1.802945 |  0.577046 | 4.624702e-03 | -3.550e-03 |  2.965e-03
   2  | 1.799945 |  0.582679 | 1.619186e-05 | -3.234e-06 |  1.587e-05
   3  | 1.799929 |  0.582693 | 1.388444e-10 | -9.224e-11 |  1.038e-10

Newton method

Derivatives matrix:
-cos(x - 1)  1
1            cos(y + 1)

Alpha0 = 1 Lambda0 = 0.500

                               Error
  Itr |    x     |     y     | Estimate     |      F1    |      F2    |     FF    | k |   Alpha
 372  | 1.799693 |  0.582524 | 4.103374e-04 | -3.339e-04 | -2.385e-04 | 1.684e-07 | 1 | 0.500000
 373  | 1.800164 |  0.582861 | 4.070280e-04 |  3.311e-04 |  2.367e-04 | 1.657e-07 | 1 | 0.500000
 374  | 1.799697 |  0.582527 | 4.036819e-04 | -3.285e-04 | -2.346e-04 | 1.630e-07 | 1 | 0.500000
 375  | 1.800160 |  0.582858 | 4.004256e-04 |  3.257e-04 |  2.329e-04 | 1.603e-07 | 1 | 0.500000
 376  | 1.799700 |  0.582530 | 3.971343e-04 | -3.232e-04 | -2.308e-04 | 1.577e-07 | 1 | 0.500000
 377  | 1.800156 |  0.582855 | 3.939304e-04 |  3.205e-04 |  2.291e-04 | 1.552e-07 | 1 | 0.500000
 378  | 1.799704 |  0.582532 | 3.906929e-04 | -3.179e-04 | -2.271e-04 | 1.526e-07 | 1 | 0.500000
 379  | 1.800153 |  0.582853 | 3.875405e-04 |  3.153e-04 |  2.254e-04 | 1.502e-07 | 1 | 0.500000
 380  | 1.799708 |  0.582535 | 3.843560e-04 | -3.128e-04 | -2.234e-04 | 1.477e-07 | 1 | 0.500000
 381  | 1.800149 |  0.582850 | 3.812542e-04 |  3.101e-04 |  2.217e-04 | 1.454e-07 | 1 | 0.500000
 382  | 1.799711 |  0.582537 | 3.781218e-04 | -3.077e-04 | -2.198e-04 | 1.430e-07 | 1 | 0.500000
 383  | 1.800146 |  0.582848 | 3.750699e-04 |  3.051e-04 |  2.181e-04 | 1.407e-07 | 1 | 0.500000
 384  | 1.799715 |  0.582540 | 3.719888e-04 | -3.027e-04 | -2.162e-04 | 1.384e-07 | 1 | 0.500000
 385  | 1.800142 |  0.582845 | 3.689860e-04 |  3.002e-04 |  2.146e-04 | 1.362e-07 | 1 | 0.500000
 386  | 1.799718 |  0.582542 | 3.659553e-04 | -2.978e-04 | -2.127e-04 | 1.339e-07 | 1 | 0.500000
 387  | 1.800139 |  0.582843 | 3.630007e-04 |  2.953e-04 |  2.111e-04 | 1.318e-07 | 1 | 0.500000
 388  | 1.799722 |  0.582545 | 3.600196e-04 | -2.930e-04 | -2.093e-04 | 1.296e-07 | 1 | 0.500000
 389  | 1.800135 |  0.582840 | 3.571126e-04 |  2.905e-04 |  2.077e-04 | 1.275e-07 | 1 | 0.500000
 390  | 1.799725 |  0.582547 | 3.541802e-04 | -2.882e-04 | -2.059e-04 | 1.254e-07 | 1 | 0.500000
 391  | 1.800132 |  0.582838 | 3.513199e-04 |  2.858e-04 |  2.043e-04 | 1.234e-07 | 1 | 0.500000
 392  | 1.799728 |  0.582550 | 3.484355e-04 | -2.835e-04 | -2.025e-04 | 1.214e-07 | 1 | 0.500000
 393  | 1.800129 |  0.582836 | 3.456213e-04 |  2.812e-04 |  2.010e-04 | 1.195e-07 | 1 | 0.500000
 394  | 1.799732 |  0.582552 | 3.427840e-04 | -2.789e-04 | -1.992e-04 | 1.175e-07 | 1 | 0.500000
 395  | 1.800125 |  0.582833 | 3.400150e-04 |  2.766e-04 |  1.977e-04 | 1.156e-07 | 1 | 0.500000
 396  | 1.799735 |  0.582554 | 3.372241e-04 | -2.744e-04 | -1.960e-04 | 1.137e-07 | 1 | 0.500000
 397  | 1.800122 |  0.582831 | 3.344997e-04 |  2.721e-04 |  1.945e-04 | 1.119e-07 | 1 | 0.500000
 398  | 1.799738 |  0.582556 | 3.317545e-04 | -2.700e-04 | -1.928e-04 | 1.101e-07 | 1 | 0.500000
 399  | 1.800119 |  0.582829 | 3.290739e-04 |  2.677e-04 |  1.914e-04 | 1.083e-07 | 1 | 0.500000
 400  | 1.799741 |  0.582559 | 3.263735e-04 | -2.656e-04 | -1.897e-04 | 1.065e-07 | 1 | 0.500000
 401  | 1.800116 |  0.582827 | 3.237361e-04 |  2.634e-04 |  1.883e-04 | 1.048e-07 | 1 | 0.500000
 402  | 1.799744 |  0.582561 | 3.210798e-04 | -2.613e-04 | -1.866e-04 | 1.031e-07 | 1 | 0.500000
 403  | 1.800113 |  0.582824 | 3.184849e-04 |  2.591e-04 |  1.852e-04 | 1.014e-07 | 1 | 0.500000
 404  | 1.799747 |  0.582563 | 3.158720e-04 | -2.570e-04 | -1.836e-04 | 9.978e-08 | 1 | 0.500000
 405  | 1.800110 |  0.582822 | 3.133188e-04 |  2.549e-04 |  1.822e-04 | 9.817e-08 | 1 | 0.500000
 406  | 1.799750 |  0.582565 | 3.107487e-04 | -2.529e-04 | -1.806e-04 | 9.656e-08 | 1 | 0.500000
 407  | 1.800107 |  0.582820 | 3.082366e-04 |  2.508e-04 |  1.793e-04 | 9.501e-08 | 1 | 0.500000
 408  | 1.799753 |  0.582567 | 3.057084e-04 | -2.488e-04 | -1.777e-04 | 9.346e-08 | 1 | 0.500000
 409  | 1.800104 |  0.582818 | 3.032368e-04 |  2.467e-04 |  1.763e-04 | 9.195e-08 | 1 | 0.500000
 410  | 1.799756 |  0.582569 | 3.007499e-04 | -2.447e-04 | -1.748e-04 | 9.045e-08 | 1 | 0.500000
 411  | 1.800101 |  0.582816 | 2.983181e-04 |  2.427e-04 |  1.735e-04 | 8.899e-08 | 1 | 0.500000
 412  | 1.799759 |  0.582571 | 2.958718e-04 | -2.408e-04 | -1.720e-04 | 8.754e-08 | 1 | 0.500000
 413  | 1.800098 |  0.582814 | 2.934792e-04 |  2.388e-04 |  1.707e-04 | 8.613e-08 | 1 | 0.500000
 414  | 1.799761 |  0.582573 | 2.910729e-04 | -2.369e-04 | -1.692e-04 | 8.472e-08 | 1 | 0.500000
 415  | 1.800096 |  0.582812 | 2.887188e-04 |  2.349e-04 |  1.679e-04 | 8.336e-08 | 1 | 0.500000
 416  | 1.799764 |  0.582575 | 2.863518e-04 | -2.330e-04 | -1.664e-04 | 8.200e-08 | 1 | 0.500000
 417  | 1.800093 |  0.582810 | 2.840356e-04 |  2.311e-04 |  1.652e-04 | 8.068e-08 | 1 | 0.500000
 418  | 1.799767 |  0.582577 | 2.817072e-04 | -2.292e-04 | -1.637e-04 | 7.936e-08 | 1 | 0.500000
 419  | 1.800090 |  0.582808 | 2.794283e-04 |  2.273e-04 |  1.625e-04 | 7.808e-08 | 1 | 0.500000
 420  | 1.799769 |  0.582579 | 2.771380e-04 | -2.255e-04 | -1.611e-04 | 7.681e-08 | 1 | 0.500000
 421  | 1.800088 |  0.582806 | 2.748958e-04 |  2.236e-04 |  1.599e-04 | 7.557e-08 | 1 | 0.500000
 422  | 1.799772 |  0.582581 | 2.726429e-04 | -2.219e-04 | -1.585e-04 | 7.433e-08 | 1 | 0.500000
 423  | 1.800085 |  0.582805 | 2.704369e-04 |  2.200e-04 |  1.573e-04 | 7.314e-08 | 1 | 0.500000
 424  | 1.799775 |  0.582583 | 2.682207e-04 | -2.183e-04 | -1.559e-04 | 7.194e-08 | 1 | 0.500000
 425  | 1.800083 |  0.582803 | 2.660502e-04 |  2.164e-04 |  1.547e-04 | 7.078e-08 | 1 | 0.500000
 426  | 1.799777 |  0.582584 | 2.638702e-04 | -2.147e-04 | -1.534e-04 | 6.963e-08 | 1 | 0.500000
 427  | 1.800080 |  0.582801 | 2.617348e-04 |  2.129e-04 |  1.522e-04 | 6.851e-08 | 1 | 0.500000
 428  | 1.799780 |  0.582586 | 2.595903e-04 | -2.112e-04 | -1.509e-04 | 6.739e-08 | 1 | 0.500000
 429  | 1.800078 |  0.582799 | 2.574893e-04 |  2.095e-04 |  1.497e-04 | 6.630e-08 | 1 | 0.500000
 430  | 1.799782 |  0.582588 | 2.553799e-04 | -2.078e-04 | -1.484e-04 | 6.522e-08 | 1 | 0.500000
 431  | 1.800075 |  0.582798 | 2.533127e-04 |  2.061e-04 |  1.473e-04 | 6.417e-08 | 1 | 0.500000
 432  | 1.799784 |  0.582590 | 2.512377e-04 | -2.044e-04 | -1.460e-04 | 6.312e-08 | 1 | 0.500000
 433  | 1.800073 |  0.582796 | 2.492038e-04 |  2.027e-04 |  1.449e-04 | 6.210e-08 | 1 | 0.500000
 434  | 1.799787 |  0.582591 | 2.471626e-04 | -2.011e-04 | -1.437e-04 | 6.109e-08 | 1 | 0.500000
 435  | 1.800071 |  0.582794 | 2.451616e-04 |  1.994e-04 |  1.426e-04 | 6.010e-08 | 1 | 0.500000
 436  | 1.799789 |  0.582593 | 2.431537e-04 | -1.979e-04 | -1.413e-04 | 5.912e-08 | 1 | 0.500000
 437  | 1.800068 |  0.582793 | 2.411849e-04 |  1.962e-04 |  1.403e-04 | 5.817e-08 | 1 | 0.500000
 438  | 1.799791 |  0.582595 | 2.392098e-04 | -1.946e-04 | -1.390e-04 | 5.722e-08 | 1 | 0.500000
 439  | 1.800066 |  0.582791 | 2.372728e-04 |  1.930e-04 |  1.380e-04 | 5.630e-08 | 1 | 0.500000
 440  | 1.799794 |  0.582596 | 2.353299e-04 | -1.915e-04 | -1.368e-04 | 5.538e-08 | 1 | 0.500000
 441  | 1.800064 |  0.582789 | 2.334241e-04 |  1.899e-04 |  1.357e-04 | 5.449e-08 | 1 | 0.500000
 442  | 1.799796 |  0.582598 | 2.315129e-04 | -1.884e-04 | -1.346e-04 | 5.360e-08 | 1 | 0.500000
 443  | 1.800062 |  0.582788 | 2.296379e-04 |  1.868e-04 |  1.335e-04 | 5.273e-08 | 1 | 0.500000
 444  | 1.799798 |  0.582599 | 2.277578e-04 | -1.853e-04 | -1.324e-04 | 5.187e-08 | 1 | 0.500000
 445  | 1.800059 |  0.582786 | 2.259130e-04 |  1.838e-04 |  1.314e-04 | 5.104e-08 | 1 | 0.500000
 446  | 1.799800 |  0.582601 | 2.240637e-04 | -1.823e-04 | -1.302e-04 | 5.020e-08 | 1 | 0.500000
 447  | 1.800057 |  0.582785 | 2.222486e-04 |  1.808e-04 |  1.292e-04 | 4.939e-08 | 1 | 0.500000
 448  | 1.799802 |  0.582602 | 2.204294e-04 | -1.794e-04 | -1.281e-04 | 4.859e-08 | 1 | 0.500000
 449  | 1.800055 |  0.582783 | 2.186437e-04 |  1.779e-04 |  1.271e-04 | 4.781e-08 | 1 | 0.500000
 450  | 1.799804 |  0.582604 | 2.168541e-04 | -1.765e-04 | -1.261e-04 | 4.703e-08 | 1 | 0.500000
 451  | 1.800053 |  0.582782 | 2.150972e-04 |  1.750e-04 |  1.251e-04 | 4.627e-08 | 1 | 0.500000
 452  | 1.799806 |  0.582605 | 2.133368e-04 | -1.736e-04 | -1.240e-04 | 4.551e-08 | 1 | 0.500000
 453  | 1.800051 |  0.582780 | 2.116082e-04 |  1.722e-04 |  1.230e-04 | 4.478e-08 | 1 | 0.500000
 454  | 1.799808 |  0.582607 | 2.098765e-04 | -1.708e-04 | -1.220e-04 | 4.405e-08 | 1 | 0.500000
 455  | 1.800049 |  0.582779 | 2.081758e-04 |  1.694e-04 |  1.211e-04 | 4.334e-08 | 1 | 0.500000
 456  | 1.799810 |  0.582608 | 2.064723e-04 | -1.680e-04 | -1.200e-04 | 4.263e-08 | 1 | 0.500000
 457  | 1.800047 |  0.582778 | 2.047991e-04 |  1.666e-04 |  1.191e-04 | 4.194e-08 | 1 | 0.500000
 458  | 1.799812 |  0.582610 | 2.031234e-04 | -1.653e-04 | -1.181e-04 | 4.126e-08 | 1 | 0.500000
 459  | 1.800045 |  0.582776 | 2.014772e-04 |  1.639e-04 |  1.172e-04 | 4.059e-08 | 1 | 0.500000
 460  | 1.799814 |  0.582611 | 1.998288e-04 | -1.626e-04 | -1.162e-04 | 3.993e-08 | 1 | 0.500000
 461  | 1.800044 |  0.582775 | 1.982092e-04 |  1.613e-04 |  1.153e-04 | 3.929e-08 | 1 | 0.500000
 462  | 1.799816 |  0.582612 | 1.965876e-04 | -1.600e-04 | -1.143e-04 | 3.865e-08 | 1 | 0.500000
 463  | 1.800042 |  0.582774 | 1.949941e-04 |  1.586e-04 |  1.134e-04 | 3.802e-08 | 1 | 0.500000
 464  | 1.799818 |  0.582614 | 1.933990e-04 | -1.574e-04 | -1.124e-04 | 3.740e-08 | 1 | 0.500000
 465  | 1.800040 |  0.582772 | 1.918313e-04 |  1.561e-04 |  1.115e-04 | 3.680e-08 | 1 | 0.500000
 466  | 1.799820 |  0.582615 | 1.902621e-04 | -1.548e-04 | -1.106e-04 | 3.620e-08 | 1 | 0.500000
 467  | 1.800038 |  0.582771 | 1.887197e-04 |  1.535e-04 |  1.097e-04 | 3.562e-08 | 1 | 0.500000
 468  | 1.799821 |  0.582616 | 1.871761e-04 | -1.523e-04 | -1.088e-04 | 3.503e-08 | 1 | 0.500000
 469  | 1.800036 |  0.582770 | 1.856586e-04 |  1.510e-04 |  1.080e-04 | 3.447e-08 | 1 | 0.500000
 470  | 1.799823 |  0.582617 | 1.841401e-04 | -1.498e-04 | -1.070e-04 | 3.391e-08 | 1 | 0.500000
 471  | 1.800035 |  0.582768 | 1.826471e-04 |  1.486e-04 |  1.062e-04 | 3.336e-08 | 1 | 0.500000
 472  | 1.799825 |  0.582619 | 1.811534e-04 | -1.474e-04 | -1.053e-04 | 3.282e-08 | 1 | 0.500000
 473  | 1.800033 |  0.582767 | 1.796845e-04 |  1.462e-04 |  1.045e-04 | 3.229e-08 | 1 | 0.500000
 474  | 1.799827 |  0.582620 | 1.782152e-04 | -1.450e-04 | -1.036e-04 | 3.176e-08 | 1 | 0.500000
 475  | 1.800031 |  0.582766 | 1.767700e-04 |  1.438e-04 |  1.028e-04 | 3.125e-08 | 1 | 0.500000
 476  | 1.799828 |  0.582621 | 1.753245e-04 | -1.427e-04 | -1.019e-04 | 3.074e-08 | 1 | 0.500000
 477  | 1.800029 |  0.582765 | 1.739027e-04 |  1.415e-04 |  1.011e-04 | 3.024e-08 | 1 | 0.500000
 478  | 1.799830 |  0.582622 | 1.724808e-04 | -1.403e-04 | -1.003e-04 | 2.975e-08 | 1 | 0.500000
 479  | 1.800028 |  0.582764 | 1.710819e-04 |  1.392e-04 |  9.948e-05 | 2.927e-08 | 1 | 0.500000
 480  | 1.799831 |  0.582623 | 1.696832e-04 | -1.381e-04 | -9.864e-05 | 2.879e-08 | 1 | 0.500000
 481  | 1.800026 |  0.582763 | 1.683069e-04 |  1.369e-04 |  9.787e-05 | 2.833e-08 | 1 | 0.500000
 482  | 1.799833 |  0.582624 | 1.669310e-04 | -1.358e-04 | -9.704e-05 | 2.787e-08 | 1 | 0.500000
 483  | 1.800025 |  0.582761 | 1.655769e-04 |  1.347e-04 |  9.628e-05 | 2.742e-08 | 1 | 0.500000
 484  | 1.799835 |  0.582626 | 1.642234e-04 | -1.336e-04 | -9.547e-05 | 2.697e-08 | 1 | 0.500000
 485  | 1.800023 |  0.582760 | 1.628912e-04 |  1.325e-04 |  9.472e-05 | 2.653e-08 | 1 | 0.500000
 486  | 1.799836 |  0.582627 | 1.615597e-04 | -1.315e-04 | -9.392e-05 | 2.610e-08 | 1 | 0.500000
 487  | 1.800022 |  0.582759 | 1.602491e-04 |  1.304e-04 |  9.318e-05 | 2.568e-08 | 1 | 0.500000
 488  | 1.799838 |  0.582628 | 1.589393e-04 | -1.293e-04 | -9.239e-05 | 2.526e-08 | 1 | 0.500000
 489  | 1.800020 |  0.582758 | 1.576498e-04 |  1.283e-04 |  9.167e-05 | 2.485e-08 | 1 | 0.500000
 490  | 1.799839 |  0.582629 | 1.563613e-04 | -1.272e-04 | -9.090e-05 | 2.445e-08 | 1 | 0.500000
 491  | 1.800019 |  0.582757 | 1.550927e-04 |  1.262e-04 |  9.018e-05 | 2.405e-08 | 1 | 0.500000
 492  | 1.799841 |  0.582630 | 1.538251e-04 | -1.252e-04 | -8.942e-05 | 2.366e-08 | 1 | 0.500000
 493  | 1.800017 |  0.582756 | 1.525770e-04 |  1.241e-04 |  8.872e-05 | 2.328e-08 | 1 | 0.500000
 494  | 1.799842 |  0.582631 | 1.513301e-04 | -1.231e-04 | -8.797e-05 | 2.290e-08 | 1 | 0.500000
 495  | 1.800016 |  0.582755 | 1.501022e-04 |  1.221e-04 |  8.728e-05 | 2.253e-08 | 1 | 0.500000
 496  | 1.799843 |  0.582632 | 1.488756e-04 | -1.211e-04 | -8.655e-05 | 2.216e-08 | 1 | 0.500000
 497  | 1.800014 |  0.582754 | 1.476675e-04 |  1.201e-04 |  8.586e-05 | 2.181e-08 | 1 | 0.500000
 498  | 1.799845 |  0.582633 | 1.464608e-04 | -1.192e-04 | -8.514e-05 | 2.145e-08 | 1 | 0.500000
 499  | 1.800013 |  0.582753 | 1.452723e-04 |  1.182e-04 |  8.447e-05 | 2.110e-08 | 1 | 0.500000
 500  | 1.799846 |  0.582634 | 1.440853e-04 | -1.172e-04 | -8.376e-05 | 2.076e-08 | 1 | 0.500000
 501  | 1.800012 |  0.582752 | 1.429159e-04 |  1.163e-04 |  8.310e-05 | 2.042e-08 | 1 | 0.500000
 502  | 1.799848 |  0.582635 | 1.417482e-04 | -1.153e-04 | -8.240e-05 | 2.009e-08 | 1 | 0.500000
 503  | 1.800010 |  0.582751 | 1.405978e-04 |  1.144e-04 |  8.175e-05 | 1.977e-08 | 1 | 0.500000
 504  | 1.799849 |  0.582636 | 1.394491e-04 | -1.135e-04 | -8.107e-05 | 1.945e-08 | 1 | 0.500000
 505  | 1.800009 |  0.582750 | 1.383172e-04 |  1.125e-04 |  8.043e-05 | 1.913e-08 | 1 | 0.500000
 506  | 1.799850 |  0.582637 | 1.371872e-04 | -1.116e-04 | -7.975e-05 | 1.882e-08 | 1 | 0.500000
 507  | 1.800008 |  0.582749 | 1.360737e-04 |  1.107e-04 |  7.912e-05 | 1.852e-08 | 1 | 0.500000
 508  | 1.799851 |  0.582638 | 1.349621e-04 | -1.098e-04 | -7.846e-05 | 1.821e-08 | 1 | 0.500000
 509  | 1.800006 |  0.582748 | 1.338665e-04 |  1.089e-04 |  7.784e-05 | 1.792e-08 | 1 | 0.500000
 510  | 1.799853 |  0.582639 | 1.327730e-04 | -1.080e-04 | -7.719e-05 | 1.763e-08 | 1 | 0.500000
 511  | 1.800005 |  0.582747 | 1.316952e-04 |  1.071e-04 |  7.657e-05 | 1.734e-08 | 1 | 0.500000
 512  | 1.799854 |  0.582639 | 1.306195e-04 | -1.063e-04 | -7.593e-05 | 1.706e-08 | 1 | 0.500000
 513  | 1.800004 |  0.582747 | 1.295591e-04 |  1.054e-04 |  7.533e-05 | 1.679e-08 | 1 | 0.500000
 514  | 1.799855 |  0.582640 | 1.285008e-04 | -1.046e-04 | -7.470e-05 | 1.651e-08 | 1 | 0.500000
 515  | 1.800003 |  0.582746 | 1.274576e-04 |  1.037e-04 |  7.411e-05 | 1.625e-08 | 1 | 0.500000
 516  | 1.799856 |  0.582641 | 1.264166e-04 | -1.029e-04 | -7.349e-05 | 1.598e-08 | 1 | 0.500000
 517  | 1.800002 |  0.582745 | 1.253902e-04 |  1.020e-04 |  7.291e-05 | 1.572e-08 | 1 | 0.500000
 518  | 1.799858 |  0.582642 | 1.243661e-04 | -1.012e-04 | -7.230e-05 | 1.547e-08 | 1 | 0.500000
 519  | 1.800000 |  0.582744 | 1.233563e-04 |  1.004e-04 |  7.173e-05 | 1.522e-08 | 1 | 0.500000
 520  | 1.799859 |  0.582643 | 1.223489e-04 | -9.955e-05 | -7.113e-05 | 1.497e-08 | 1 | 0.500000
 521  | 1.799999 |  0.582743 | 1.213555e-04 |  9.873e-05 |  7.056e-05 | 1.473e-08 | 1 | 0.500000
 522  | 1.799860 |  0.582644 | 1.203644e-04 | -9.794e-05 | -6.997e-05 | 1.449e-08 | 1 | 0.500000
 523  | 1.799998 |  0.582742 | 1.193871e-04 |  9.713e-05 |  6.942e-05 | 1.425e-08 | 1 | 0.500000
 524  | 1.799861 |  0.582644 | 1.184121e-04 | -9.635e-05 | -6.884e-05 | 1.402e-08 | 1 | 0.500000
 525  | 1.799997 |  0.582742 | 1.174506e-04 |  9.556e-05 |  6.829e-05 | 1.379e-08 | 1 | 0.500000
 526  | 1.799862 |  0.582645 | 1.164915e-04 | -9.478e-05 | -6.772e-05 | 1.357e-08 | 1 | 0.500000
 527  | 1.799996 |  0.582741 | 1.155455e-04 |  9.401e-05 |  6.718e-05 | 1.335e-08 | 1 | 0.500000
 528  | 1.799863 |  0.582646 | 1.146020e-04 | -9.325e-05 | -6.662e-05 | 1.313e-08 | 1 | 0.500000
 529  | 1.799995 |  0.582740 | 1.136713e-04 |  9.248e-05 |  6.609e-05 | 1.292e-08 | 1 | 0.500000
 530  | 1.799864 |  0.582647 | 1.127432e-04 | -9.173e-05 | -6.554e-05 | 1.271e-08 | 1 | 0.500000
 531  | 1.799994 |  0.582739 | 1.118275e-04 |  9.098e-05 |  6.502e-05 | 1.251e-08 | 1 | 0.500000
 532  | 1.799865 |  0.582648 | 1.109145e-04 | -9.025e-05 | -6.448e-05 | 1.230e-08 | 1 | 0.500000
 533  | 1.799993 |  0.582739 | 1.100137e-04 |  8.951e-05 |  6.397e-05 | 1.210e-08 | 1 | 0.500000
 534  | 1.799866 |  0.582648 | 1.091155e-04 | -8.878e-05 | -6.343e-05 | 1.191e-08 | 1 | 0.500000
 535  | 1.799992 |  0.582738 | 1.082292e-04 |  8.805e-05 |  6.293e-05 | 1.171e-08 | 1 | 0.500000
 536  | 1.799867 |  0.582649 | 1.073457e-04 | -8.734e-05 | -6.240e-05 | 1.152e-08 | 1 | 0.500000
 537  | 1.799991 |  0.582737 | 1.064737e-04 |  8.663e-05 |  6.191e-05 | 1.134e-08 | 1 | 0.500000
 538  | 1.799868 |  0.582650 | 1.056045e-04 | -8.593e-05 | -6.139e-05 | 1.115e-08 | 1 | 0.500000
 539  | 1.799990 |  0.582736 | 1.047467e-04 |  8.522e-05 |  6.090e-05 | 1.097e-08 | 1 | 0.500000
 540  | 1.799869 |  0.582650 | 1.038916e-04 | -8.453e-05 | -6.040e-05 | 1.079e-08 | 1 | 0.500000
 541  | 1.799989 |  0.582736 | 1.030477e-04 |  8.384e-05 |  5.992e-05 | 1.062e-08 | 1 | 0.500000
 542  | 1.799870 |  0.582651 | 1.022065e-04 | -8.316e-05 | -5.942e-05 | 1.045e-08 | 1 | 0.500000
 543  | 1.799988 |  0.582735 | 1.013762e-04 |  8.248e-05 |  5.894e-05 | 1.028e-08 | 1 | 0.500000
 544  | 1.799871 |  0.582652 | 1.005488e-04 | -8.181e-05 | -5.845e-05 | 1.011e-08 | 1 | 0.500000
 545  | 1.799987 |  0.582734 | 9.973190e-05 |  8.114e-05 |  5.799e-05 | 9.946e-09 | 1 | 0.500000
 546  | 1.799872 |  0.582652 | 9.891787e-05 | -8.049e-05 | -5.751e-05 | 9.785e-09 | 1 | 0.500000
 547  | 1.799986 |  0.582734 | 9.811423e-05 |  7.982e-05 |  5.705e-05 | 9.626e-09 | 1 | 0.500000
 548  | 1.799873 |  0.582653 | 9.731343e-05 | -7.918e-05 | -5.657e-05 | 9.470e-09 | 1 | 0.500000
 549  | 1.799985 |  0.582733 | 9.652280e-05 |  7.853e-05 |  5.612e-05 | 9.317e-09 | 1 | 0.500000
 550  | 1.799874 |  0.582654 | 9.573502e-05 | -7.790e-05 | -5.566e-05 | 9.165e-09 | 1 | 0.500000
 551  | 1.799984 |  0.582732 | 9.495718e-05 |  7.726e-05 |  5.521e-05 | 9.017e-09 | 1 | 0.500000
 552  | 1.799875 |  0.582654 | 9.418221e-05 | -7.663e-05 | -5.475e-05 | 8.870e-09 | 1 | 0.500000
 553  | 1.799983 |  0.582732 | 9.341695e-05 |  7.600e-05 |  5.432e-05 | 8.727e-09 | 1 | 0.500000
 554  | 1.799876 |  0.582655 | 9.265458e-05 | -7.539e-05 | -5.386e-05 | 8.585e-09 | 1 | 0.500000
 555  | 1.799982 |  0.582731 | 9.190172e-05 |  7.477e-05 |  5.343e-05 | 8.446e-09 | 1 | 0.500000
 556  | 1.799877 |  0.582656 | 9.115173e-05 | -7.417e-05 | -5.299e-05 | 8.309e-09 | 1 | 0.500000
 557  | 1.799981 |  0.582730 | 9.041105e-05 |  7.356e-05 |  5.257e-05 | 8.174e-09 | 1 | 0.500000
 558  | 1.799878 |  0.582656 | 8.967326e-05 | -7.296e-05 | -5.213e-05 | 8.041e-09 | 1 | 0.500000
 559  | 1.799981 |  0.582730 | 8.894457e-05 |  7.236e-05 |  5.172e-05 | 7.911e-09 | 1 | 0.500000
 560  | 1.799878 |  0.582657 | 8.821877e-05 | -7.178e-05 | -5.129e-05 | 7.783e-09 | 1 | 0.500000
 561  | 1.799980 |  0.582729 | 8.750187e-05 |  7.119e-05 |  5.088e-05 | 7.657e-09 | 1 | 0.500000
 562  | 1.799879 |  0.582657 | 8.678787e-05 | -7.062e-05 | -5.045e-05 | 7.532e-09 | 1 | 0.500000
 563  | 1.799979 |  0.582729 | 8.608258e-05 |  7.004e-05 |  5.005e-05 | 7.410e-09 | 1 | 0.500000
 564  | 1.799880 |  0.582658 | 8.538018e-05 | -6.947e-05 | -4.964e-05 | 7.290e-09 | 1 | 0.500000
 565  | 1.799978 |  0.582728 | 8.468631e-05 |  6.890e-05 |  4.924e-05 | 7.172e-09 | 1 | 0.500000
 566  | 1.799881 |  0.582659 | 8.399532e-05 | -6.834e-05 | -4.883e-05 | 7.055e-09 | 1 | 0.500000
 567  | 1.799977 |  0.582728 | 8.331268e-05 |  6.778e-05 |  4.844e-05 | 6.941e-09 | 1 | 0.500000
 568  | 1.799882 |  0.582659 | 8.263293e-05 | -6.723e-05 | -4.804e-05 | 6.828e-09 | 1 | 0.500000
 569  | 1.799976 |  0.582727 | 8.196133e-05 |  6.668e-05 |  4.765e-05 | 6.718e-09 | 1 | 0.500000
 570  | 1.799882 |  0.582660 | 8.129263e-05 | -6.614e-05 | -4.726e-05 | 6.608e-09 | 1 | 0.500000
 571  | 1.799976 |  0.582726 | 8.063191e-05 |  6.560e-05 |  4.688e-05 | 6.502e-09 | 1 | 0.500000
 572  | 1.799883 |  0.582660 | 7.997407e-05 | -6.507e-05 | -4.649e-05 | 6.396e-09 | 1 | 0.500000
 573  | 1.799975 |  0.582726 | 7.932405e-05 |  6.454e-05 |  4.612e-05 | 6.292e-09 | 1 | 0.500000
 574  | 1.799884 |  0.582661 | 7.867690e-05 | -6.402e-05 | -4.574e-05 | 6.190e-09 | 1 | 0.500000
